case_id,customer_id,order_id,category,priority,created_date,resolved_date,resolution_hours,sla_hours,met_sla,status,csat_score
CASE-022941,CUST-012012,ORD-0060171,Return Request,Medium,2023-04-03,,,48,False,Escalated,
CASE-022942,CUST-021415,ORD-0060183,Return Request,Medium,2023-04-03,2023-04-04,34.9,48,True,Resolved,5.0
CASE-022943,CUST-020998,ORD-0060189,Return Request,Low,2023-04-03,2023-04-17,343.7,72,False,Resolved,3.0
CASE-022945,CUST-025391,ORD-0060241,Return Request,High,2023-04-03,2023-04-03,6.0,24,True,Resolved,3.0
CASE-022947,CUST-010517,ORD-0060290,Return Request,Medium,2023-04-03,2023-04-04,25.5,48,True,Resolved,5.0
CASE-022953,CUST-008263,ORD-0060396,Return Request,High,2023-04-03,2023-04-03,14.1,24,True,Resolved,5.0
CASE-022956,CUST-002730,ORD-0060503,Return Request,High,2023-04-03,2023-04-05,53.1,24,False,Resolved,3.0
CASE-022958,CUST-022053,ORD-0060531,Return Request,Low,2023-04-03,2023-04-05,65.5,72,True,Resolved,4.0
CASE-022963,CUST-020073,ORD-0060601,Return Request,Medium,2023-04-03,2023-04-06,91.6,48,False,Resolved,3.0
CASE-022966,CUST-031986,ORD-0060613,Return Request,Low,2023-04-03,2023-04-05,53.4,72,True,Resolved,5.0
CASE-022967,CUST-026142,ORD-0060657,Return Request,Medium,2023-04-03,2023-04-05,59.5,48,False,Resolved,3.0
CASE-022968,CUST-008430,ORD-0060670,Return Request,Medium,2023-04-03,2023-04-03,17.2,48,True,Resolved,3.0
CASE-022975,CUST-016136,ORD-0060900,Return Request,Medium,2023-04-03,2023-04-04,31.6,48,True,Resolved,3.0
CASE-022976,CUST-016235,ORD-0060957,Return Request,Low,2023-04-03,2023-04-05,59.1,72,True,Resolved,4.0
CASE-022979,CUST-016280,ORD-0061028,Return Request,Medium,2023-04-03,2023-04-05,67.9,48,False,Resolved,4.0
CASE-022983,CUST-001991,ORD-0061104,Return Request,Low,2023-04-03,2023-04-05,62.1,72,True,Resolved,5.0
CASE-022985,CUST-027582,ORD-0061128,Return Request,Medium,2023-04-03,2023-04-03,11.4,48,True,Resolved,4.0
CASE-022987,CUST-014781,ORD-0061152,Return Request,Low,2023-04-03,2023-04-04,43.8,72,True,Resolved,5.0
CASE-022992,CUST-015743,ORD-0061259,Return Request,Low,2023-04-03,2023-04-04,37.0,72,True,Resolved,5.0
CASE-022993,CUST-010293,ORD-0061293,Return Request,Urgent,2023-04-03,2023-04-03,7.8,8,True,Resolved,5.0
CASE-047161,CUST-034946,ORD-0057219,Product Defect,Medium,2023-04-03,2023-04-05,53.2,48,False,Resolved,3.0
CASE-047186,CUST-023987,ORD-0059547,Product Defect,High,2023-04-03,2023-04-04,45.6,24,False,Resolved,4.0
CASE-047193,CUST-015469,ORD-0060009,Product Defect,Urgent,2023-04-03,2023-04-03,6.5,8,True,Resolved,5.0
CASE-047199,CUST-028092,ORD-0060746,Product Defect,High,2023-04-03,2023-04-06,75.4,24,False,Resolved,5.0
CASE-053870,CUST-031439,ORD-0059832,Payment Issue,Low,2023-04-03,2023-04-04,25.2,72,True,Resolved,4.0
CASE-053874,CUST-022514,ORD-0060800,Payment Issue,Low,2023-04-03,2023-04-03,19.7,72,True,Resolved,5.0
CASE-053875,CUST-000049,ORD-0060845,Payment Issue,Low,2023-04-03,2023-04-04,31.9,72,True,Resolved,5.0
CASE-057522,CUST-025558,,General Inquiry,Medium,2023-04-03,2023-04-03,16.6,48,True,Resolved,4.0
CASE-058064,CUST-031383,,General Inquiry,Medium,2023-04-03,2023-04-04,47.0,48,True,Resolved,3.0
CASE-058184,CUST-010640,,General Inquiry,Medium,2023-04-03,2023-04-03,1.2,48,True,Resolved,5.0
CASE-060289,CUST-032104,,General Inquiry,High,2023-04-03,2023-04-04,30.7,24,False,Resolved,2.0
CASE-060400,CUST-024387,,General Inquiry,High,2023-04-03,2023-04-03,4.7,24,True,Resolved,4.0
CASE-061382,CUST-028606,,General Inquiry,Medium,2023-04-03,2023-04-04,35.3,48,True,Resolved,5.0
CASE-062898,CUST-031108,,General Inquiry,Urgent,2023-04-03,2023-04-03,8.7,8,False,Resolved,4.0
CASE-063348,CUST-029520,,General Inquiry,Medium,2023-04-03,2023-04-04,24.1,48,True,Resolved,5.0
CASE-063482,CUST-017562,,General Inquiry,Medium,2023-04-03,2023-04-07,97.1,48,False,Resolved,2.0
CASE-063501,CUST-003184,,General Inquiry,Low,2023-04-03,2023-04-05,51.3,72,True,Resolved,4.0
CASE-064134,CUST-003227,,General Inquiry,Low,2023-04-03,2023-04-04,39.2,72,True,Resolved,5.0
CASE-065264,CUST-004843,,General Inquiry,Medium,2023-04-03,2023-04-03,14.4,48,True,Resolved,3.0
CASE-002116,CUST-020464,ORD-0059637,Delivery Issue,Medium,2023-04-04,2023-04-04,14.9,48,True,Resolved,5.0
CASE-002122,CUST-009535,ORD-0059821,Delivery Issue,Urgent,2023-04-04,,,8,False,Open,
CASE-002126,CUST-003060,ORD-0059949,Delivery Issue,Low,2023-04-04,2023-04-04,18.6,72,True,Resolved,5.0
CASE-002130,CUST-014908,ORD-0059992,Delivery Issue,High,2023-04-04,2023-04-04,20.3,24,True,Resolved,4.0
CASE-002131,CUST-001952,ORD-0060002,Delivery Issue,Low,2023-04-04,2023-04-04,21.9,72,True,Resolved,5.0
CASE-002133,CUST-002195,ORD-0060039,Delivery Issue,High,2023-04-04,2023-04-04,9.0,24,True,Resolved,4.0
CASE-002139,CUST-012359,ORD-0060256,Delivery Issue,High,2023-04-04,2023-04-05,44.1,24,False,Resolved,2.0
CASE-002141,CUST-007318,ORD-0060303,Delivery Issue,Urgent,2023-04-04,2023-04-04,6.1,8,True,Resolved,4.0
CASE-002145,CUST-028853,ORD-0060357,Delivery Issue,Low,2023-04-04,2023-04-05,47.2,72,True,Resolved,3.0
CASE-002146,CUST-012010,ORD-0060365,Delivery Issue,High,2023-04-04,2023-04-05,32.7,24,False,Resolved,2.0
CASE-002148,CUST-020425,ORD-0060383,Delivery Issue,Low,2023-04-04,2023-04-08,96.1,72,False,Resolved,3.0
CASE-002164,CUST-019314,ORD-0060849,Delivery Issue,Medium,2023-04-04,2023-04-05,44.3,48,True,Resolved,5.0
CASE-002173,CUST-025033,ORD-0061015,Delivery Issue,High,2023-04-04,2023-04-04,20.1,24,True,Resolved,2.0
CASE-002178,CUST-011418,ORD-0061176,Delivery Issue,Low,2023-04-04,2023-04-07,84.8,72,False,Resolved,3.0
CASE-022949,CUST-026506,ORD-0060349,Return Request,Medium,2023-04-04,2023-04-04,19.2,48,True,Resolved,5.0
CASE-022951,CUST-035198,ORD-0060380,Return Request,Medium,2023-04-04,2023-04-04,17.8,48,True,Resolved,4.0
CASE-022959,CUST-008057,ORD-0060547,Return Request,Low,2023-04-04,2023-04-05,38.3,72,True,Resolved,5.0
CASE-022961,CUST-007614,ORD-0060584,Return Request,Urgent,2023-04-04,2023-04-04,11.9,8,False,Resolved,2.0
CASE-022965,CUST-031350,ORD-0060606,Return Request,Low,2023-04-04,2023-04-07,87.5,72,False,Resolved,3.0
CASE-022971,CUST-023284,ORD-0060786,Return Request,Medium,2023-04-04,2023-04-04,8.1,48,True,Resolved,5.0
CASE-022973,CUST-019514,ORD-0060838,Return Request,Low,2023-04-04,2023-04-04,20.9,72,True,Resolved,5.0
CASE-022977,CUST-031224,ORD-0060995,Return Request,Medium,2023-04-04,2023-04-04,19.2,48,True,Resolved,5.0
CASE-022978,CUST-022476,ORD-0061012,Return Request,High,2023-04-04,2023-04-04,9.4,24,True,Resolved,5.0
CASE-022981,CUST-010812,ORD-0061075,Return Request,Medium,2023-04-04,2023-04-04,23.2,48,True,Resolved,4.0
CASE-022982,CUST-027824,ORD-0061103,Return Request,Medium,2023-04-04,2023-04-06,49.9,48,False,Resolved,2.0
CASE-022988,CUST-034593,ORD-0061174,Return Request,Medium,2023-04-04,2023-04-05,40.0,48,True,Resolved,4.0
CASE-022989,CUST-011007,ORD-0061190,Return Request,Urgent,2023-04-04,2023-04-04,7.7,8,True,Resolved,4.0
CASE-022990,CUST-007217,ORD-0061191,Return Request,Medium,2023-04-04,2023-04-05,29.4,48,True,Resolved,4.0
CASE-022995,CUST-012934,ORD-0061375,Return Request,Urgent,2023-04-04,2023-04-04,5.0,8,True,Resolved,5.0
CASE-022996,CUST-033069,ORD-0061394,Return Request,Medium,2023-04-04,2023-04-06,57.9,48,False,Resolved,2.0
CASE-023002,CUST-020520,ORD-0061600,Return Request,Urgent,2023-04-04,2023-04-04,4.8,8,True,Resolved,5.0
CASE-023003,CUST-012118,ORD-0061639,Return Request,Low,2023-04-04,2023-04-08,112.0,72,False,Resolved,3.0
CASE-023004,CUST-007961,ORD-0061646,Return Request,Medium,2023-04-04,2023-04-05,31.5,48,True,Resolved,4.0
CASE-023006,CUST-015986,ORD-0061690,Return Request,Medium,2023-04-04,2023-04-05,26.5,48,True,Resolved,3.0
CASE-023012,CUST-019644,ORD-0061804,Return Request,Medium,2023-04-04,2023-04-08,102.9,48,False,Resolved,3.0
CASE-023015,CUST-009196,ORD-0061859,Return Request,Urgent,2023-04-04,2023-04-04,7.5,8,True,Resolved,3.0
CASE-047149,CUST-023038,ORD-0056382,Product Defect,High,2023-04-04,2023-04-04,10.8,24,True,Resolved,5.0
CASE-047151,CUST-019900,ORD-0056385,Product Defect,Low,2023-04-04,2023-04-05,34.7,72,True,Resolved,5.0
CASE-047174,CUST-006079,ORD-0058118,Product Defect,Medium,2023-04-04,2023-04-05,40.7,48,True,Resolved,3.0
CASE-047182,CUST-013038,ORD-0059120,Product Defect,High,2023-04-04,2023-04-04,11.4,24,True,Resolved,4.0
CASE-047184,CUST-014886,ORD-0059261,Product Defect,Low,2023-04-04,2023-04-07,74.9,72,False,Resolved,5.0
CASE-047187,CUST-025922,ORD-0059579,Product Defect,High,2023-04-04,2023-04-04,21.2,24,True,Resolved,5.0
CASE-047197,CUST-001513,ORD-0060564,Product Defect,Medium,2023-04-04,2023-04-05,38.6,48,True,Resolved,5.0
CASE-053868,CUST-008855,ORD-0059705,Payment Issue,High,2023-04-04,2023-04-05,38.0,24,False,Resolved,3.0
CASE-053869,CUST-023874,ORD-0059777,Payment Issue,Urgent,2023-04-04,2023-04-04,4.8,8,True,Resolved,3.0
CASE-053871,CUST-018778,ORD-0060413,Payment Issue,Urgent,2023-04-04,2023-04-04,2.4,8,True,Resolved,4.0
CASE-053878,CUST-014974,ORD-0061341,Payment Issue,Medium,2023-04-04,2023-04-06,49.0,48,False,Resolved,2.0
CASE-057641,CUST-022607,,General Inquiry,Low,2023-04-04,2023-04-08,115.7,72,False,Resolved,3.0
CASE-057681,CUST-017139,,General Inquiry,Medium,2023-04-04,2023-04-05,32.6,48,True,Resolved,3.0
CASE-057942,CUST-034190,,General Inquiry,High,2023-04-04,2023-04-04,4.0,24,True,Resolved,5.0
CASE-060726,CUST-002125,,General Inquiry,Medium,2023-04-04,2023-04-05,27.9,48,True,Resolved,4.0
CASE-061111,CUST-021352,,General Inquiry,Medium,2023-04-04,2023-04-04,16.1,48,True,Resolved,3.0
CASE-061220,CUST-013073,,General Inquiry,Low,2023-04-04,2023-04-04,11.5,72,True,Resolved,3.0
CASE-061604,CUST-016836,,General Inquiry,Low,2023-04-04,,,72,False,Open,
CASE-062991,CUST-022681,,General Inquiry,Medium,2023-04-04,2023-04-05,46.3,48,True,Resolved,5.0
CASE-063097,CUST-007986,,General Inquiry,Medium,2023-04-04,2023-04-06,71.6,48,False,Resolved,2.0
CASE-064807,CUST-015256,,General Inquiry,High,2023-04-04,2023-04-04,15.4,24,True,Resolved,5.0
CASE-065477,CUST-012077,,General Inquiry,Medium,2023-04-04,2023-04-05,37.3,48,True,Resolved,4.0
CASE-002118,CUST-019888,ORD-0059709,Delivery Issue,High,2023-04-05,2023-04-06,29.7,24,False,Resolved,2.0
CASE-002119,CUST-035476,ORD-0059739,Delivery Issue,High,2023-04-05,2023-04-05,7.4,24,True,Resolved,4.0
CASE-002120,CUST-010704,ORD-0059740,Delivery Issue,High,2023-04-05,2023-04-06,29.9,24,False,Resolved,5.0
CASE-002128,CUST-029876,ORD-0059974,Delivery Issue,Medium,2023-04-05,2023-04-06,45.0,48,True,Resolved,3.0
CASE-002129,CUST-023023,ORD-0059975,Delivery Issue,Low,2023-04-05,2023-04-13,199.6,72,False,Resolved,2.0
CASE-002136,CUST-021846,ORD-0060214,Delivery Issue,High,2023-04-05,2023-04-06,32.0,24,False,Resolved,4.0
CASE-002137,CUST-022209,ORD-0060219,Delivery Issue,High,2023-04-05,2023-04-06,44.4,24,False,Resolved,3.0
CASE-002150,CUST-008041,ORD-0060514,Delivery Issue,Medium,2023-04-05,2023-04-06,47.8,48,True,Resolved,4.0
CASE-002151,CUST-016235,ORD-0060535,Delivery Issue,High,2023-04-05,2023-04-05,12.4,24,True,Resolved,2.0
CASE-002152,CUST-016122,ORD-0060570,Delivery Issue,Urgent,2023-04-05,2023-04-05,5.1,8,True,Resolved,5.0
CASE-002157,CUST-013388,ORD-0060672,Delivery Issue,Medium,2023-04-05,2023-04-07,65.6,48,False,Resolved,2.0
CASE-002162,CUST-000049,ORD-0060845,Delivery Issue,Low,2023-04-05,2023-04-05,12.5,72,True,Resolved,4.0
CASE-002170,CUST-001582,ORD-0060918,Delivery Issue,High,2023-04-05,2023-04-06,32.9,24,False,Resolved,4.0
CASE-002172,CUST-002863,ORD-0060990,Delivery Issue,Medium,2023-04-05,2023-04-07,56.1,48,False,Resolved,3.0
CASE-002175,CUST-023459,ORD-0061062,Delivery Issue,Low,2023-04-05,2023-04-06,30.8,72,True,Resolved,5.0
CASE-002180,CUST-034162,ORD-0061244,Delivery Issue,High,2023-04-05,2023-04-05,9.8,24,True,Resolved,5.0
CASE-002185,CUST-023688,ORD-0061464,Delivery Issue,Urgent,2023-04-05,2023-04-05,1.3,8,True,Resolved,4.0
CASE-002187,CUST-009496,ORD-0061492,Delivery Issue,Medium,2023-04-05,2023-04-06,46.6,48,True,Resolved,4.0
CASE-022970,CUST-014650,ORD-0060779,Return Request,Low,2023-04-05,2023-04-07,67.9,72,True,Resolved,4.0
CASE-022972,CUST-029172,ORD-0060787,Return Request,High,2023-04-05,2023-04-05,11.8,24,True,Resolved,4.0
CASE-022974,CUST-013968,ORD-0060848,Return Request,High,2023-04-05,2023-04-05,12.0,24,True,Resolved,3.0
CASE-022980,CUST-005161,ORD-0061037,Return Request,Urgent,2023-04-05,2023-04-05,6.7,8,True,Resolved,4.0
CASE-022984,CUST-015214,ORD-0061126,Return Request,Medium,2023-04-05,2023-04-05,12.5,48,True,Resolved,4.0
CASE-022986,CUST-004828,ORD-0061129,Return Request,Medium,2023-04-05,2023-04-06,27.6,48,True,Resolved,5.0
CASE-022991,CUST-012742,ORD-0061219,Return Request,Urgent,2023-04-05,2023-04-05,10.1,8,False,Resolved,2.0
CASE-022994,CUST-004088,ORD-0061340,Return Request,Low,2023-04-05,2023-04-09,102.7,72,False,Resolved,4.0
CASE-022998,CUST-012813,ORD-0061591,Return Request,High,2023-04-05,2023-04-05,3.2,24,True,Resolved,5.0
CASE-023000,CUST-026756,ORD-0061594,Return Request,Medium,2023-04-05,2023-04-05,23.8,48,True,Resolved,5.0
CASE-023005,CUST-015424,ORD-0061674,Return Request,Low,2023-04-05,2023-04-08,76.1,72,False,Resolved,2.0
CASE-023007,CUST-022974,ORD-0061700,Return Request,Medium,2023-04-05,2023-04-05,23.4,48,True,Resolved,5.0
CASE-023010,CUST-007397,ORD-0061745,Return Request,Low,2023-04-05,2023-04-05,11.6,72,True,Resolved,5.0
CASE-023011,CUST-015377,ORD-0061786,Return Request,High,2023-04-05,2023-04-05,22.7,24,True,Resolved,4.0
CASE-023013,CUST-015774,ORD-0061820,Return Request,Medium,2023-04-05,,,48,False,Escalated,
CASE-023018,CUST-011899,ORD-0061932,Return Request,High,2023-04-05,2023-04-05,11.5,24,True,Resolved,4.0
CASE-023020,CUST-018722,ORD-0061975,Return Request,Urgent,2023-04-05,2023-04-05,8.9,8,False,Resolved,3.0
CASE-023022,CUST-007751,ORD-0061986,Return Request,High,2023-04-05,2023-04-06,34.7,24,False,Resolved,4.0
CASE-023024,CUST-014192,ORD-0062106,Return Request,High,2023-04-05,2023-04-05,5.1,24,True,Resolved,4.0
CASE-023025,CUST-028224,ORD-0062132,Return Request,Low,2023-04-05,2023-04-07,61.4,72,True,Resolved,5.0
CASE-023026,CUST-004828,ORD-0062170,Return Request,Low,2023-04-05,2023-04-08,94.1,72,False,Resolved,3.0
CASE-023027,CUST-011255,ORD-0062296,Return Request,High,2023-04-05,2023-04-06,41.2,24,False,Resolved,3.0
CASE-023028,CUST-031043,ORD-0062316,Return Request,Medium,2023-04-05,2023-04-06,25.0,48,True,Resolved,4.0
CASE-023031,CUST-015548,ORD-0062359,Return Request,Low,2023-04-05,2023-04-06,40.5,72,True,Resolved,3.0
CASE-023032,CUST-030100,ORD-0062405,Return Request,Low,2023-04-05,2023-04-06,46.3,72,True,Resolved,5.0
CASE-047163,CUST-000756,ORD-0057284,Product Defect,Low,2023-04-05,,,72,False,Escalated,
CASE-047189,CUST-020468,ORD-0059697,Product Defect,Low,2023-04-05,2023-04-05,7.3,72,True,Resolved,4.0
CASE-047196,CUST-013332,ORD-0060335,Product Defect,Urgent,2023-04-05,2023-04-05,8.9,8,False,Resolved,4.0
CASE-047204,CUST-025572,ORD-0061302,Product Defect,High,2023-04-05,2023-04-05,21.4,24,True,Resolved,5.0
CASE-053877,CUST-003791,ORD-0061325,Payment Issue,Low,2023-04-05,2023-04-08,80.9,72,False,Resolved,4.0
CASE-053879,CUST-005975,ORD-0061468,Payment Issue,Low,2023-04-05,2023-04-10,136.7,72,False,Resolved,5.0
CASE-053880,CUST-004646,ORD-0062207,Payment Issue,High,2023-04-05,2023-04-05,7.5,24,True,Resolved,5.0
CASE-057396,CUST-026884,,General Inquiry,High,2023-04-05,2023-04-06,44.6,24,False,Resolved,2.0
CASE-058426,CUST-029748,,General Inquiry,Medium,2023-04-05,2023-04-08,74.0,48,False,Resolved,1.0
CASE-060396,CUST-028022,,General Inquiry,Low,2023-04-05,2023-04-09,114.3,72,False,Resolved,2.0
CASE-060743,CUST-022256,,General Inquiry,Urgent,2023-04-05,2023-04-05,14.2,8,False,Resolved,2.0
CASE-061192,CUST-026691,,General Inquiry,Low,2023-04-05,2023-04-07,50.8,72,True,Resolved,3.0
CASE-061375,CUST-021578,,General Inquiry,High,2023-04-05,2023-04-05,18.9,24,True,Resolved,5.0
CASE-061431,CUST-010401,,General Inquiry,Low,2023-04-05,2023-04-05,23.7,72,True,Resolved,5.0
CASE-062498,CUST-001615,,General Inquiry,High,2023-04-05,2023-04-05,4.3,24,True,Resolved,4.0
CASE-062907,CUST-008019,,General Inquiry,Medium,2023-04-05,2023-04-05,10.7,48,True,Resolved,5.0
CASE-063473,CUST-016772,,General Inquiry,Low,2023-04-05,2023-04-08,78.0,72,False,Resolved,2.0
CASE-063525,CUST-033900,,General Inquiry,Low,2023-04-05,2023-04-06,33.4,72,True,Resolved,4.0
CASE-065092,CUST-004771,,General Inquiry,Low,2023-04-05,2023-04-06,45.1,72,True,Resolved,5.0
CASE-065225,CUST-026191,,General Inquiry,High,2023-04-05,2023-04-05,16.7,24,True,Resolved,5.0
CASE-002138,CUST-002254,ORD-0060254,Delivery Issue,Medium,2023-04-06,2023-04-07,30.8,48,True,Resolved,4.0
CASE-002142,CUST-023442,ORD-0060328,Delivery Issue,High,2023-04-06,2023-04-07,29.6,24,False,Resolved,3.0
CASE-002143,CUST-031338,ORD-0060337,Delivery Issue,High,2023-04-06,2023-04-07,45.4,24,False,Resolved,3.0
CASE-002147,CUST-001119,ORD-0060368,Delivery Issue,Urgent,2023-04-06,2023-04-06,3.3,8,True,Resolved,4.0
CASE-002153,CUST-007614,ORD-0060584,Delivery Issue,Urgent,2023-04-06,2023-04-06,3.7,8,True,Resolved,3.0
CASE-002156,CUST-013995,ORD-0060668,Delivery Issue,Urgent,2023-04-06,2023-04-06,9.1,8,False,Resolved,3.0
CASE-002163,CUST-000410,ORD-0060846,Delivery Issue,Urgent,2023-04-06,2023-04-06,7.2,8,True,Resolved,4.0
CASE-002165,CUST-001531,ORD-0060853,Delivery Issue,Low,2023-04-06,2023-04-08,61.5,72,True,Resolved,3.0
CASE-002169,CUST-016136,ORD-0060900,Delivery Issue,Urgent,2023-04-06,2023-04-06,2.1,8,True,Resolved,3.0
CASE-002182,CUST-020425,ORD-0061334,Delivery Issue,Low,2023-04-06,2023-04-06,8.8,72,True,Resolved,4.0
CASE-002183,CUST-029152,ORD-0061350,Delivery Issue,Medium,2023-04-06,2023-04-07,43.1,48,True,Resolved,4.0
CASE-002192,CUST-028249,ORD-0061724,Delivery Issue,Urgent,2023-04-06,2023-04-06,0.9,8,True,Resolved,5.0
CASE-002199,CUST-031818,ORD-0062044,Delivery Issue,High,2023-04-06,2023-04-06,4.0,24,True,Resolved,4.0
CASE-002209,CUST-017652,ORD-0062364,Delivery Issue,Medium,2023-04-06,2023-04-07,47.4,48,True,Resolved,5.0
CASE-002212,CUST-000449,ORD-0062424,Delivery Issue,Urgent,2023-04-06,2023-04-06,3.9,8,True,Resolved,3.0
CASE-022997,CUST-025572,ORD-0061488,Return Request,Low,2023-04-06,2023-04-09,94.9,72,False,Resolved,3.0
CASE-022999,CUST-018023,ORD-0061592,Return Request,Medium,2023-04-06,,,48,False,Escalated,
CASE-023001,CUST-023426,ORD-0061596,Return Request,High,2023-04-06,2023-04-06,12.3,24,True,Resolved,3.0
CASE-023008,CUST-015826,ORD-0061721,Return Request,Low,2023-04-06,2023-04-06,20.9,72,True,Resolved,3.0
CASE-023009,CUST-017978,ORD-0061738,Return Request,Medium,2023-04-06,2023-04-06,18.3,48,True,Resolved,4.0
CASE-023014,CUST-012276,ORD-0061824,Return Request,Low,2023-04-06,2023-04-09,81.6,72,False,Resolved,2.0
CASE-023016,CUST-022120,ORD-0061875,Return Request,Medium,2023-04-06,2023-04-07,30.4,48,True,Resolved,4.0
CASE-023017,CUST-022911,ORD-0061892,Return Request,Urgent,2023-04-06,2023-04-06,2.8,8,True,Resolved,4.0
CASE-023037,CUST-028048,ORD-0062552,Return Request,Low,2023-04-06,2023-04-07,43.0,72,True,Resolved,5.0
CASE-023039,CUST-020299,ORD-0062563,Return Request,High,2023-04-06,2023-04-07,46.3,24,False,Resolved,4.0
CASE-023042,CUST-005610,ORD-0062602,Return Request,High,2023-04-06,2023-04-06,15.7,24,True,Resolved,4.0
CASE-023044,CUST-032182,ORD-0062717,Return Request,Low,2023-04-06,2023-04-06,18.3,72,True,Resolved,2.0
CASE-023045,CUST-021734,ORD-0062725,Return Request,Low,2023-04-06,2023-04-06,17.0,72,True,Resolved,4.0
CASE-023046,CUST-005286,ORD-0062726,Return Request,Low,2023-04-06,2023-04-08,56.2,72,True,Resolved,4.0
CASE-023052,CUST-006903,ORD-0062765,Return Request,High,2023-04-06,2023-04-06,1.0,24,True,Resolved,4.0
CASE-023054,CUST-008993,ORD-0062775,Return Request,High,2023-04-06,2023-04-07,32.7,24,False,Resolved,3.0
CASE-023055,CUST-019855,ORD-0062817,Return Request,Low,2023-04-06,2023-04-14,195.9,72,False,Resolved,4.0
CASE-023058,CUST-015792,ORD-0062927,Return Request,Low,2023-04-06,2023-04-07,46.9,72,True,Resolved,4.0
CASE-023062,CUST-001293,ORD-0063014,Return Request,Urgent,2023-04-06,2023-04-06,21.4,8,False,Resolved,3.0
CASE-023063,CUST-006909,ORD-0063041,Return Request,Urgent,2023-04-06,2023-04-06,1.3,8,True,Resolved,3.0
CASE-023065,CUST-014763,ORD-0063085,Return Request,Low,2023-04-06,2023-04-11,139.8,72,False,Resolved,3.0
CASE-023066,CUST-011002,ORD-0063129,Return Request,Low,2023-04-06,2023-04-07,26.0,72,True,Resolved,4.0
CASE-023068,CUST-009257,ORD-0063173,Return Request,Low,2023-04-06,2023-04-08,70.7,72,True,Resolved,5.0
CASE-047192,CUST-008057,ORD-0059923,Product Defect,High,2023-04-06,2023-04-06,20.0,24,True,Resolved,5.0
CASE-047200,CUST-002044,ORD-0060818,Product Defect,Low,2023-04-06,2023-04-09,78.0,72,False,Resolved,4.0
CASE-047219,CUST-016500,ORD-0062183,Product Defect,High,2023-04-06,2023-04-06,8.5,24,True,Resolved,3.0
CASE-053873,CUST-000237,ORD-0060792,Payment Issue,Urgent,2023-04-06,2023-04-06,1.5,8,True,Resolved,5.0
CASE-053876,CUST-006909,ORD-0060950,Payment Issue,Urgent,2023-04-06,2023-04-06,2.3,8,True,Resolved,5.0
CASE-053883,CUST-014726,ORD-0062674,Payment Issue,Medium,2023-04-06,2023-04-06,23.8,48,True,Resolved,5.0
CASE-053887,CUST-010386,ORD-0063113,Payment Issue,Urgent,2023-04-06,,,8,False,Open,
CASE-057364,CUST-012721,,General Inquiry,Low,2023-04-06,2023-04-08,49.5,72,True,Resolved,5.0
CASE-057691,CUST-007919,,General Inquiry,High,2023-04-06,,,24,False,Open,
CASE-057990,CUST-018980,,General Inquiry,Medium,2023-04-06,2023-04-06,13.2,48,True,Resolved,4.0
CASE-058013,CUST-029206,,General Inquiry,Low,2023-04-06,2023-04-08,59.7,72,True,Resolved,5.0
CASE-059346,CUST-011067,,General Inquiry,Medium,2023-04-06,2023-04-06,16.5,48,True,Resolved,3.0
CASE-060081,CUST-026271,,General Inquiry,Medium,2023-04-06,2023-04-06,15.6,48,True,Resolved,4.0
CASE-063570,CUST-034365,,General Inquiry,High,2023-04-06,2023-04-06,20.3,24,True,Resolved,5.0
CASE-063862,CUST-006901,,General Inquiry,Medium,2023-04-06,2023-04-06,10.8,48,True,Resolved,5.0
