activity_id,regarding_type,regarding_id,activity_type,activity_date
ACT-0003118,Opportunity,OPP-00304,Email,2022-09-25
ACT-0001210,Lead,LEAD-00489,Email,2022-09-26
ACT-0002364,Opportunity,OPP-00121,Meeting,2022-09-26
ACT-0002670,Opportunity,OPP-00197,Email,2022-09-26
ACT-0002691,Opportunity,OPP-00203,Task,2022-09-26
ACT-0001924,Opportunity,OPP-00009,Email,2022-09-28
ACT-0002692,Opportunity,OPP-00203,Task,2022-09-28
ACT-0003499,Opportunity,OPP-00403,Phone Call,2022-09-28
ACT-0001927,Opportunity,OPP-00009,Phone Call,2022-09-29
ACT-0001826,Lead,LEAD-00730,Phone Call,2022-09-30
ACT-0003026,Opportunity,OPP-00284,Phone Call,2022-09-30
ACT-0003119,Opportunity,OPP-00304,Task,2022-09-30
ACT-0003024,Opportunity,OPP-00284,Meeting,2022-10-01
ACT-0001923,Opportunity,OPP-00009,Phone Call,2022-10-02
ACT-0002780,Opportunity,OPP-00225,Task,2022-10-03
ACT-0000428,Lead,LEAD-00176,Email,2022-10-04
ACT-0001828,Lead,LEAD-00732,Phone Call,2022-10-04
ACT-0003411,Opportunity,OPP-00382,Phone Call,2022-10-04
ACT-0001212,Lead,LEAD-00489,Email,2022-10-05
ACT-0001209,Lead,LEAD-00489,Email,2022-10-06
ACT-0001211,Lead,LEAD-00489,Task,2022-10-06
ACT-0003467,Opportunity,OPP-00394,Phone Call,2022-10-06
ACT-0003498,Opportunity,OPP-00403,Phone Call,2022-10-06
ACT-0002044,Opportunity,OPP-00042,Meeting,2022-10-08
ACT-0003028,Opportunity,OPP-00284,Meeting,2022-10-08
ACT-0003408,Opportunity,OPP-00382,Phone Call,2022-10-08
ACT-0000310,Lead,LEAD-00124,Task,2022-10-09
ACT-0003500,Opportunity,OPP-00403,Phone Call,2022-10-09
ACT-0000797,Lead,LEAD-00317,Phone Call,2022-10-10
ACT-0000946,Lead,LEAD-00381,Meeting,2022-10-11
ACT-0001005,Lead,LEAD-00409,Phone Call,2022-10-12
ACT-0003143,Opportunity,OPP-00309,Phone Call,2022-10-12
ACT-0003410,Opportunity,OPP-00382,Task,2022-10-12
ACT-0002671,Opportunity,OPP-00197,Email,2022-10-13
ACT-0002672,Opportunity,OPP-00197,Email,2022-10-13
ACT-0003117,Opportunity,OPP-00304,Phone Call,2022-10-13
ACT-0003210,Opportunity,OPP-00328,Email,2022-10-14
ACT-0000767,Lead,LEAD-00305,Task,2022-10-16
ACT-0001488,Lead,LEAD-00591,Phone Call,2022-10-16
ACT-0002420,Opportunity,OPP-00135,Email,2022-10-16
ACT-0003713,Opportunity,OPP-00455,Meeting,2022-10-18
ACT-0002371,Opportunity,OPP-00124,Email,2022-10-19
ACT-0003116,Opportunity,OPP-00304,Email,2022-10-19
ACT-0003711,Opportunity,OPP-00455,Phone Call,2022-10-19
ACT-0000138,Lead,LEAD-00053,Email,2022-10-20
ACT-0002318,Opportunity,OPP-00109,Meeting,2022-10-20
ACT-0002419,Opportunity,OPP-00135,Email,2022-10-20
ACT-0003027,Opportunity,OPP-00284,Phone Call,2022-10-20
ACT-0003710,Opportunity,OPP-00455,Meeting,2022-10-20
ACT-0001489,Lead,LEAD-00591,Task,2022-10-21
ACT-0000102,Lead,LEAD-00040,Meeting,2022-10-22
ACT-0000139,Lead,LEAD-00053,Meeting,2022-10-22
ACT-0000766,Lead,LEAD-00305,Email,2022-10-22
ACT-0003412,Opportunity,OPP-00382,Phone Call,2022-10-22
ACT-0003469,Opportunity,OPP-00394,Email,2022-10-22
ACT-0003714,Opportunity,OPP-00455,Phone Call,2022-10-22
ACT-0003209,Opportunity,OPP-00328,Task,2022-10-23
ACT-0000043,Lead,LEAD-00019,Phone Call,2022-10-24
ACT-0000101,Lead,LEAD-00040,Phone Call,2022-10-24
ACT-0000805,Lead,LEAD-00319,Phone Call,2022-10-24
ACT-0002779,Opportunity,OPP-00225,Email,2022-10-24
ACT-0000804,Lead,LEAD-00319,Task,2022-10-25
ACT-0000976,Lead,LEAD-00397,Phone Call,2022-10-25
ACT-0001004,Lead,LEAD-00409,Phone Call,2022-10-25
ACT-0003135,Opportunity,OPP-00307,Phone Call,2022-10-25
ACT-0002778,Opportunity,OPP-00225,Phone Call,2022-10-26
ACT-0000764,Lead,LEAD-00305,Phone Call,2022-10-27
ACT-0003465,Opportunity,OPP-00394,Phone Call,2022-10-27
ACT-0000042,Lead,LEAD-00019,Phone Call,2022-10-28
ACT-0000100,Lead,LEAD-00040,Phone Call,2022-10-28
ACT-0000806,Lead,LEAD-00319,Phone Call,2022-10-28
ACT-0000977,Lead,LEAD-00397,Phone Call,2022-10-28
ACT-0002319,Opportunity,OPP-00109,Email,2022-10-28
ACT-0002586,Opportunity,OPP-00176,Email,2022-10-28
ACT-0003712,Opportunity,OPP-00455,Phone Call,2022-10-28
ACT-0003029,Opportunity,OPP-00284,Email,2022-10-29
ACT-0000099,Lead,LEAD-00040,Phone Call,2022-10-30
ACT-0003133,Opportunity,OPP-00307,Phone Call,2022-10-30
ACT-0002317,Opportunity,OPP-00109,Phone Call,2022-10-31
ACT-0000140,Lead,LEAD-00053,Email,2022-11-01
ACT-0002316,Opportunity,OPP-00109,Phone Call,2022-11-01
ACT-0003466,Opportunity,OPP-00394,Email,2022-11-01
ACT-0003468,Opportunity,OPP-00394,Phone Call,2022-11-01
ACT-0000765,Lead,LEAD-00305,Email,2022-11-02
ACT-0000975,Lead,LEAD-00397,Email,2022-11-02
ACT-0003391,Opportunity,OPP-00377,Task,2022-11-02
ACT-0000005,Lead,LEAD-00002,Email,2022-11-04
ACT-0001283,Lead,LEAD-00516,Meeting,2022-11-04
ACT-0003132,Opportunity,OPP-00307,Phone Call,2022-11-04
ACT-0003390,Opportunity,OPP-00377,Email,2022-11-04
ACT-0003389,Opportunity,OPP-00377,Email,2022-11-05
ACT-0003392,Opportunity,OPP-00377,Email,2022-11-05
ACT-0001284,Lead,LEAD-00516,Email,2022-11-07
ACT-0001349,Lead,LEAD-00542,Meeting,2022-11-07
ACT-0001725,Lead,LEAD-00689,Phone Call,2022-11-07
ACT-0002035,Opportunity,OPP-00040,Phone Call,2022-11-07
ACT-0000754,Lead,LEAD-00300,Phone Call,2022-11-08
ACT-0001723,Lead,LEAD-00689,Email,2022-11-08
ACT-0002033,Opportunity,OPP-00040,Task,2022-11-08
ACT-0002372,Opportunity,OPP-00124,Email,2022-11-10
ACT-0003394,Opportunity,OPP-00377,Phone Call,2022-11-10
ACT-0000755,Lead,LEAD-00300,Email,2022-11-11
ACT-0001957,Opportunity,OPP-00019,Phone Call,2022-11-11
ACT-0003025,Opportunity,OPP-00284,Phone Call,2022-11-11
ACT-0003134,Opportunity,OPP-00307,Email,2022-11-11
ACT-0002587,Opportunity,OPP-00176,Task,2022-11-12
ACT-0000187,Lead,LEAD-00072,Meeting,2022-11-13
ACT-0001281,Lead,LEAD-00516,Phone Call,2022-11-13
ACT-0000859,Lead,LEAD-00342,Email,2022-11-14
ACT-0001193,Lead,LEAD-00483,Task,2022-11-14
ACT-0001405,Lead,LEAD-00561,Meeting,2022-11-14
ACT-0001282,Lead,LEAD-00516,Phone Call,2022-11-15
ACT-0001354,Lead,LEAD-00544,Meeting,2022-11-15
ACT-0003131,Opportunity,OPP-00307,Phone Call,2022-11-15
ACT-0001724,Lead,LEAD-00689,Phone Call,2022-11-16
ACT-0002034,Opportunity,OPP-00040,Meeting,2022-11-16
ACT-0001125,Lead,LEAD-00454,Email,2022-11-17
ACT-0000034,Lead,LEAD-00014,Task,2022-11-19
ACT-0001134,Lead,LEAD-00457,Phone Call,2022-11-19
ACT-0002374,Opportunity,OPP-00124,Email,2022-11-20
ACT-0001192,Lead,LEAD-00483,Phone Call,2022-11-21
ACT-0000124,Lead,LEAD-00048,Email,2022-11-22
ACT-0002373,Opportunity,OPP-00124,Task,2022-11-22
ACT-0000121,Lead,LEAD-00048,Email,2022-11-23
ACT-0000035,Lead,LEAD-00014,Email,2022-11-24
ACT-0003211,Opportunity,OPP-00328,Phone Call,2022-11-24
ACT-0000049,Lead,LEAD-00021,Meeting,2022-11-25
ACT-0000122,Lead,LEAD-00048,Phone Call,2022-11-25
ACT-0000123,Lead,LEAD-00048,Task,2022-11-25
ACT-0001132,Lead,LEAD-00457,Task,2022-11-25
ACT-0001355,Lead,LEAD-00544,Task,2022-11-26
ACT-0000234,Lead,LEAD-00094,Email,2022-11-27
ACT-0000337,Lead,LEAD-00136,Email,2022-11-27
ACT-0001331,Lead,LEAD-00535,Phone Call,2022-11-27
ACT-0000233,Lead,LEAD-00094,Phone Call,2022-11-28
ACT-0002090,Opportunity,OPP-00053,Task,2022-11-29
ACT-0000551,Lead,LEAD-00222,Task,2022-11-30
ACT-0001131,Lead,LEAD-00457,Phone Call,2022-12-01
ACT-0002171,Opportunity,OPP-00072,Email,2022-12-01
ACT-0002585,Opportunity,OPP-00176,Phone Call,2022-12-01
ACT-0000048,Lead,LEAD-00021,Email,2022-12-02
ACT-0000553,Lead,LEAD-00222,Task,2022-12-02
ACT-0000847,Lead,LEAD-00336,Task,2022-12-02
ACT-0001333,Lead,LEAD-00535,Task,2022-12-03
ACT-0002170,Opportunity,OPP-00072,Meeting,2022-12-03
ACT-0003277,Opportunity,OPP-00345,Email,2022-12-03
ACT-0000033,Lead,LEAD-00014,Email,2022-12-04
ACT-0000845,Lead,LEAD-00336,Phone Call,2022-12-04
ACT-0001133,Lead,LEAD-00457,Email,2022-12-04
ACT-0001356,Lead,LEAD-00544,Meeting,2022-12-04
ACT-0002584,Opportunity,OPP-00176,Phone Call,2022-12-04
ACT-0000047,Lead,LEAD-00021,Phone Call,2022-12-05
ACT-0000627,Lead,LEAD-00252,Email,2022-12-05
ACT-0000552,Lead,LEAD-00222,Meeting,2022-12-06
ACT-0000626,Lead,LEAD-00252,Phone Call,2022-12-06
ACT-0001214,Lead,LEAD-00491,Email,2022-12-06
ACT-0001332,Lead,LEAD-00535,Phone Call,2022-12-06
ACT-0001334,Lead,LEAD-00535,Email,2022-12-06
ACT-0002984,Opportunity,OPP-00275,Email,2022-12-06
ACT-0000628,Lead,LEAD-00252,Meeting,2022-12-07
ACT-0000584,Lead,LEAD-00234,Task,2022-12-08
ACT-0001958,Opportunity,OPP-00019,Phone Call,2022-12-08
ACT-0000156,Lead,LEAD-00059,Phone Call,2022-12-09
ACT-0000554,Lead,LEAD-00222,Task,2022-12-09
ACT-0000846,Lead,LEAD-00336,Meeting,2022-12-09
ACT-0002093,Opportunity,OPP-00053,Phone Call,2022-12-09
ACT-0002423,Opportunity,OPP-00136,Phone Call,2022-12-09
ACT-0002988,Opportunity,OPP-00275,Email,2022-12-09
ACT-0003275,Opportunity,OPP-00345,Phone Call,2022-12-09
ACT-0000583,Lead,LEAD-00234,Meeting,2022-12-10
ACT-0002263,Opportunity,OPP-00094,Phone Call,2022-12-10
ACT-0002552,Opportunity,OPP-00168,Task,2022-12-10
ACT-0000414,Lead,LEAD-00168,Email,2022-12-11
ACT-0001857,Lead,LEAD-00744,Phone Call,2022-12-11
ACT-0002265,Opportunity,OPP-00094,Phone Call,2022-12-11
ACT-0003393,Opportunity,OPP-00377,Phone Call,2022-12-11
ACT-0000154,Lead,LEAD-00059,Email,2022-12-12
ACT-0002767,Opportunity,OPP-00222,Email,2022-12-12
ACT-0001441,Lead,LEAD-00573,Email,2022-12-13
ACT-0001858,Lead,LEAD-00744,Phone Call,2022-12-13
ACT-0000634,Lead,LEAD-00254,Task,2022-12-14
ACT-0002766,Opportunity,OPP-00222,Phone Call,2022-12-14
ACT-0002986,Opportunity,OPP-00275,Email,2022-12-14
ACT-0001538,Lead,LEAD-00614,Phone Call,2022-12-15
ACT-0002091,Opportunity,OPP-00053,Task,2022-12-15
ACT-0003273,Opportunity,OPP-00345,Email,2022-12-15
ACT-0001965,Opportunity,OPP-00021,Phone Call,2022-12-16
ACT-0002894,Opportunity,OPP-00252,Email,2022-12-17
ACT-0002985,Opportunity,OPP-00275,Meeting,2022-12-17
ACT-0000633,Lead,LEAD-00254,Phone Call,2022-12-18
ACT-0001440,Lead,LEAD-00573,Phone Call,2022-12-18
ACT-0001859,Lead,LEAD-00744,Phone Call,2022-12-18
ACT-0002036,Opportunity,OPP-00040,Email,2022-12-18
ACT-0002261,Opportunity,OPP-00094,Task,2022-12-18
ACT-0001439,Lead,LEAD-00573,Meeting,2022-12-20
ACT-0002266,Opportunity,OPP-00094,Phone Call,2022-12-20
ACT-0000585,Lead,LEAD-00234,Email,2022-12-21
ACT-0002987,Opportunity,OPP-00275,Email,2022-12-21
ACT-0000153,Lead,LEAD-00059,Meeting,2022-12-22
ACT-0001860,Lead,LEAD-00744,Phone Call,2022-12-22
ACT-0002264,Opportunity,OPP-00094,Phone Call,2022-12-22
ACT-0000155,Lead,LEAD-00059,Meeting,2022-12-23
ACT-0001718,Lead,LEAD-00687,Email,2022-12-23
ACT-0002983,Opportunity,OPP-00275,Email,2022-12-25
ACT-0001760,Lead,LEAD-00704,Phone Call,2022-12-26
ACT-0002903,Opportunity,OPP-00254,Phone Call,2022-12-26
ACT-0001761,Lead,LEAD-00704,Meeting,2022-12-27
ACT-0003274,Opportunity,OPP-00345,Meeting,2022-12-27
ACT-0000914,Lead,LEAD-00367,Phone Call,2022-12-28
ACT-0000962,Lead,LEAD-00391,Phone Call,2022-12-28
ACT-0003276,Opportunity,OPP-00345,Email,2022-12-28
ACT-0002262,Opportunity,OPP-00094,Phone Call,2022-12-29
ACT-0002768,Opportunity,OPP-00222,Task,2022-12-30
ACT-0000913,Lead,LEAD-00367,Email,2022-12-31
ACT-0000963,Lead,LEAD-00391,Email,2022-12-31
ACT-0000606,Lead,LEAD-00243,Email,2023-01-01
ACT-0003851,Case,CASE-020176,Email,2023-01-01
ACT-0003853,Case,CASE-020177,Phone Call,2023-01-01
ACT-0003857,Case,CASE-020184,Email,2023-01-01
ACT-0003863,Case,CASE-053483,Phone Call,2023-01-01
ACT-0003864,Case,CASE-058821,Email,2023-01-01
ACT-0003868,Case,CASE-059522,Email,2023-01-01
ACT-0003870,Case,CASE-061657,Email,2023-01-01
ACT-0003871,Case,CASE-061657,Phone Call,2023-01-01
ACT-0003873,Case,CASE-061830,Phone Call,2023-01-01
ACT-0003875,Case,CASE-062714,Email,2023-01-01
ACT-0003876,Case,CASE-063002,Phone Call,2023-01-01
ACT-0003880,Case,CASE-064714,Email,2023-01-01
ACT-0003883,Case,CASE-065582,Phone Call,2023-01-01
ACT-0002092,Opportunity,OPP-00053,Email,2023-01-02
ACT-0002732,Opportunity,OPP-00213,Email,2023-01-02
ACT-0003852,Case,CASE-020177,Phone Call,2023-01-02
ACT-0003856,Case,CASE-020181,Phone Call,2023-01-02
ACT-0003858,Case,CASE-020186,Email,2023-01-02
ACT-0003865,Case,CASE-058821,Email,2023-01-02
ACT-0003866,Case,CASE-058838,Email,2023-01-02
ACT-0003867,Case,CASE-059094,Phone Call,2023-01-02
ACT-0003872,Case,CASE-061830,Email,2023-01-02
ACT-0003881,Case,CASE-065078,Email,2023-01-02
ACT-0003887,Case,CASE-000011,Phone Call,2023-01-02
ACT-0003893,Case,CASE-020170,Email,2023-01-02
ACT-0003896,Case,CASE-020182,Phone Call,2023-01-02
ACT-0003897,Case,CASE-020183,Phone Call,2023-01-02
ACT-0003902,Case,CASE-020195,Phone Call,2023-01-02
ACT-0003906,Case,CASE-020207,Email,2023-01-02
ACT-0003907,Case,CASE-020209,Email,2023-01-02
ACT-0003915,Case,CASE-060041,Phone Call,2023-01-02
ACT-0003917,Case,CASE-060457,Phone Call,2023-01-02
ACT-0003918,Case,CASE-062300,Phone Call,2023-01-02
ACT-0000605,Lead,LEAD-00243,Phone Call,2023-01-03
ACT-0001648,Lead,LEAD-00659,Phone Call,2023-01-03
ACT-0002089,Opportunity,OPP-00053,Phone Call,2023-01-03
ACT-0002421,Opportunity,OPP-00136,Phone Call,2023-01-03
ACT-0002553,Opportunity,OPP-00168,Meeting,2023-01-03
ACT-0002734,Opportunity,OPP-00213,Phone Call,2023-01-03
ACT-0002735,Opportunity,OPP-00213,Phone Call,2023-01-03
ACT-0002896,Opportunity,OPP-00252,Email,2023-01-03
ACT-0003850,Case,CASE-020172,Phone Call,2023-01-03
ACT-0003854,Case,CASE-020178,Phone Call,2023-01-03
ACT-0003855,Case,CASE-020179,Phone Call,2023-01-03
ACT-0003859,Case,CASE-020186,Phone Call,2023-01-03
ACT-0003860,Case,CASE-020189,Email,2023-01-03
ACT-0003861,Case,CASE-053482,Email,2023-01-03
ACT-0003862,Case,CASE-053483,Phone Call,2023-01-03
ACT-0003869,Case,CASE-059522,Email,2023-01-03
ACT-0003874,Case,CASE-062714,Email,2023-01-03
ACT-0003877,Case,CASE-063376,Email,2023-01-03
ACT-0003878,Case,CASE-063748,Email,2023-01-03
ACT-0003879,Case,CASE-064678,Email,2023-01-03
ACT-0003882,Case,CASE-065078,Phone Call,2023-01-03
ACT-0003884,Case,CASE-000005,Email,2023-01-03
ACT-0003885,Case,CASE-000007,Phone Call,2023-01-03
ACT-0003888,Case,CASE-000012,Phone Call,2023-01-03
ACT-0003889,Case,CASE-000012,Email,2023-01-03
ACT-0003898,Case,CASE-020183,Email,2023-01-03
ACT-0003900,Case,CASE-020193,Phone Call,2023-01-03
ACT-0003904,Case,CASE-020202,Phone Call,2023-01-03
ACT-0003908,Case,CASE-053481,Email,2023-01-03
ACT-0003912,Case,CASE-058158,Email,2023-01-03
ACT-0003919,Case,CASE-062300,Email,2023-01-03
ACT-0003923,Case,CASE-063223,Phone Call,2023-01-03
ACT-0003925,Case,CASE-064267,Phone Call,2023-01-03
ACT-0003928,Case,CASE-000008,Phone Call,2023-01-03
ACT-0003930,Case,CASE-000010,Phone Call,2023-01-03
ACT-0003932,Case,CASE-000017,Phone Call,2023-01-03
ACT-0003933,Case,CASE-000023,Phone Call,2023-01-03
ACT-0003937,Case,CASE-000029,Phone Call,2023-01-03
ACT-0003940,Case,CASE-020168,Phone Call,2023-01-03
ACT-0003943,Case,CASE-020174,Phone Call,2023-01-03
ACT-0003948,Case,CASE-020185,Email,2023-01-03
ACT-0003951,Case,CASE-020194,Phone Call,2023-01-03
ACT-0003953,Case,CASE-020196,Email,2023-01-03
ACT-0003962,Case,CASE-020213,Phone Call,2023-01-03
ACT-0003971,Case,CASE-020220,Phone Call,2023-01-03
ACT-0003972,Case,CASE-020220,Phone Call,2023-01-03
ACT-0003973,Case,CASE-020225,Email,2023-01-03
ACT-0003979,Case,CASE-046501,Email,2023-01-03
ACT-0003980,Case,CASE-053486,Email,2023-01-03
ACT-0003982,Case,CASE-057978,Phone Call,2023-01-03
ACT-0003983,Case,CASE-061214,Phone Call,2023-01-03
ACT-0003989,Case,CASE-063099,Phone Call,2023-01-03
ACT-0000183,Lead,LEAD-00070,Email,2023-01-04
ACT-0000528,Lead,LEAD-00213,Phone Call,2023-01-04
ACT-0003886,Case,CASE-000007,Email,2023-01-04
ACT-0003890,Case,CASE-000013,Phone Call,2023-01-04
ACT-0003891,Case,CASE-020169,Phone Call,2023-01-04
ACT-0003892,Case,CASE-020170,Email,2023-01-04
ACT-0003894,Case,CASE-020173,Email,2023-01-04
ACT-0003895,Case,CASE-020173,Phone Call,2023-01-04
ACT-0003899,Case,CASE-020188,Email,2023-01-04
ACT-0003901,Case,CASE-020193,Phone Call,2023-01-04
ACT-0003903,Case,CASE-020202,Phone Call,2023-01-04
ACT-0003905,Case,CASE-020204,Phone Call,2023-01-04
ACT-0003909,Case,CASE-053481,Email,2023-01-04
ACT-0003910,Case,CASE-057377,Phone Call,2023-01-04
ACT-0003911,Case,CASE-057741,Email,2023-01-04
ACT-0003913,Case,CASE-058158,Phone Call,2023-01-04
ACT-0003914,Case,CASE-059105,Email,2023-01-04
ACT-0003916,Case,CASE-060041,Email,2023-01-04
ACT-0003920,Case,CASE-062905,Email,2023-01-04
ACT-0003921,Case,CASE-062905,Email,2023-01-04
ACT-0003922,Case,CASE-063223,Phone Call,2023-01-04
ACT-0003924,Case,CASE-064267,Email,2023-01-04
ACT-0003927,Case,CASE-000002,Email,2023-01-04
ACT-0003929,Case,CASE-000010,Phone Call,2023-01-04
ACT-0003936,Case,CASE-000029,Phone Call,2023-01-04
ACT-0003938,Case,CASE-020166,Phone Call,2023-01-04
ACT-0003941,Case,CASE-020171,Phone Call,2023-01-04
ACT-0003942,Case,CASE-020171,Phone Call,2023-01-04
ACT-0003946,Case,CASE-020180,Phone Call,2023-01-04
ACT-0003949,Case,CASE-020185,Phone Call,2023-01-04
ACT-0003956,Case,CASE-020198,Phone Call,2023-01-04
ACT-0003958,Case,CASE-020200,Email,2023-01-04
ACT-0003960,Case,CASE-020203,Email,2023-01-04
ACT-0003961,Case,CASE-020205,Email,2023-01-04
ACT-0003963,Case,CASE-020213,Email,2023-01-04
ACT-0003965,Case,CASE-020214,Phone Call,2023-01-04
ACT-0003966,Case,CASE-020216,Email,2023-01-04
ACT-0003970,Case,CASE-020219,Phone Call,2023-01-04
ACT-0003975,Case,CASE-020226,Email,2023-01-04
ACT-0003976,Case,CASE-020227,Email,2023-01-04
ACT-0003978,Case,CASE-046498,Phone Call,2023-01-04
ACT-0003981,Case,CASE-053487,Email,2023-01-04
ACT-0003985,Case,CASE-061532,Phone Call,2023-01-04
ACT-0003986,Case,CASE-061806,Phone Call,2023-01-04
ACT-0003987,Case,CASE-061806,Email,2023-01-04
ACT-0003991,Case,CASE-063426,Email,2023-01-04
ACT-0003998,Case,CASE-000003,Email,2023-01-04
ACT-0004000,Case,CASE-000014,Phone Call,2023-01-04
ACT-0004002,Case,CASE-000025,Email,2023-01-04
ACT-0004004,Case,CASE-000028,Phone Call,2023-01-04
ACT-0004008,Case,CASE-000037,Phone Call,2023-01-04
ACT-0004016,Case,CASE-020190,Email,2023-01-04
ACT-0004021,Case,CASE-020206,Email,2023-01-04
ACT-0004023,Case,CASE-020210,Email,2023-01-04
ACT-0004024,Case,CASE-020210,Phone Call,2023-01-04
ACT-0004026,Case,CASE-020212,Phone Call,2023-01-04
ACT-0004027,Case,CASE-020212,Phone Call,2023-01-04
ACT-0004029,Case,CASE-020223,Phone Call,2023-01-04
ACT-0004031,Case,CASE-020228,Email,2023-01-04
ACT-0004046,Case,CASE-020250,Email,2023-01-04
ACT-0004059,Case,CASE-053489,Phone Call,2023-01-04
ACT-0004061,Case,CASE-058217,Email,2023-01-04
ACT-0004065,Case,CASE-059551,Email,2023-01-04
ACT-0004066,Case,CASE-059551,Email,2023-01-04
ACT-0004067,Case,CASE-061368,Phone Call,2023-01-04
ACT-0004069,Case,CASE-061524,Phone Call,2023-01-04
ACT-0004075,Case,CASE-064093,Email,2023-01-04
ACT-0004077,Case,CASE-065340,Email,2023-01-04
ACT-0003278,Opportunity,OPP-00346,Email,2023-01-05
ACT-0003926,Case,CASE-000002,Email,2023-01-05
ACT-0003931,Case,CASE-000016,Phone Call,2023-01-05
ACT-0003934,Case,CASE-000024,Email,2023-01-05
ACT-0003935,Case,CASE-000024,Phone Call,2023-01-05
ACT-0003939,Case,CASE-020167,Email,2023-01-05
ACT-0003944,Case,CASE-020175,Phone Call,2023-01-05
ACT-0003945,Case,CASE-020175,Phone Call,2023-01-05
ACT-0003947,Case,CASE-020180,Phone Call,2023-01-05
ACT-0003950,Case,CASE-020187,Phone Call,2023-01-05
ACT-0003952,Case,CASE-020194,Email,2023-01-05
ACT-0003954,Case,CASE-020196,Email,2023-01-05
ACT-0003955,Case,CASE-020197,Email,2023-01-05
ACT-0003957,Case,CASE-020200,Phone Call,2023-01-05
ACT-0003959,Case,CASE-020201,Phone Call,2023-01-05
ACT-0003964,Case,CASE-020214,Email,2023-01-05
ACT-0003967,Case,CASE-020216,Email,2023-01-05
ACT-0003968,Case,CASE-020217,Phone Call,2023-01-05
ACT-0003969,Case,CASE-020219,Phone Call,2023-01-05
ACT-0003974,Case,CASE-020225,Email,2023-01-05
ACT-0003977,Case,CASE-020229,Phone Call,2023-01-05
ACT-0003984,Case,CASE-061214,Email,2023-01-05
ACT-0003988,Case,CASE-063099,Phone Call,2023-01-05
ACT-0003990,Case,CASE-063426,Email,2023-01-05
ACT-0003992,Case,CASE-063680,Phone Call,2023-01-05
ACT-0003993,Case,CASE-063680,Email,2023-01-05
ACT-0003994,Case,CASE-064549,Email,2023-01-05
ACT-0003995,Case,CASE-064719,Phone Call,2023-01-05
ACT-0003996,Case,CASE-064719,Email,2023-01-05
ACT-0003999,Case,CASE-000006,Email,2023-01-05
ACT-0004001,Case,CASE-000015,Email,2023-01-05
ACT-0004005,Case,CASE-000028,Email,2023-01-05
ACT-0004006,Case,CASE-000030,Email,2023-01-05
ACT-0004009,Case,CASE-000037,Phone Call,2023-01-05
ACT-0004010,Case,CASE-000038,Email,2023-01-05
ACT-0004011,Case,CASE-000039,Phone Call,2023-01-05
ACT-0004014,Case,CASE-000047,Phone Call,2023-01-05
ACT-0004015,Case,CASE-020190,Email,2023-01-05
ACT-0004017,Case,CASE-020191,Email,2023-01-05
ACT-0004018,Case,CASE-020192,Email,2023-01-05
ACT-0004019,Case,CASE-020199,Phone Call,2023-01-05
ACT-0004028,Case,CASE-020223,Email,2023-01-05
ACT-0004035,Case,CASE-020234,Phone Call,2023-01-05
ACT-0004036,Case,CASE-020237,Phone Call,2023-01-05
ACT-0004038,Case,CASE-020241,Phone Call,2023-01-05
ACT-0004041,Case,CASE-020244,Phone Call,2023-01-05
ACT-0004042,Case,CASE-020247,Email,2023-01-05
ACT-0004048,Case,CASE-020256,Email,2023-01-05
ACT-0004051,Case,CASE-020262,Email,2023-01-05
ACT-0004052,Case,CASE-020264,Email,2023-01-05
ACT-0004053,Case,CASE-020265,Phone Call,2023-01-05
ACT-0004054,Case,CASE-046500,Phone Call,2023-01-05
ACT-0004057,Case,CASE-053485,Phone Call,2023-01-05
ACT-0004058,Case,CASE-053485,Email,2023-01-05
ACT-0004064,Case,CASE-059104,Email,2023-01-05
ACT-0004074,Case,CASE-064093,Phone Call,2023-01-05
ACT-0004076,Case,CASE-065340,Email,2023-01-05
ACT-0004080,Case,CASE-000009,Email,2023-01-05
ACT-0004083,Case,CASE-000019,Email,2023-01-05
ACT-0004088,Case,CASE-000031,Phone Call,2023-01-05
ACT-0004090,Case,CASE-000046,Phone Call,2023-01-05
ACT-0004093,Case,CASE-000049,Phone Call,2023-01-05
ACT-0004098,Case,CASE-000059,Phone Call,2023-01-05
ACT-0004104,Case,CASE-020215,Phone Call,2023-01-05
ACT-0004107,Case,CASE-020218,Phone Call,2023-01-05
ACT-0004113,Case,CASE-020232,Email,2023-01-05
ACT-0004114,Case,CASE-020235,Email,2023-01-05
ACT-0004122,Case,CASE-020253,Phone Call,2023-01-05
ACT-0004123,Case,CASE-020255,Phone Call,2023-01-05
ACT-0004131,Case,CASE-020268,Email,2023-01-05
ACT-0004135,Case,CASE-020276,Phone Call,2023-01-05
ACT-0004137,Case,CASE-020282,Email,2023-01-05
ACT-0004146,Case,CASE-057252,Phone Call,2023-01-05
ACT-0004149,Case,CASE-059133,Phone Call,2023-01-05
ACT-0004157,Case,CASE-064215,Email,2023-01-05
ACT-0002422,Opportunity,OPP-00136,Phone Call,2023-01-06
ACT-0002904,Opportunity,OPP-00254,Phone Call,2023-01-06
ACT-0003997,Case,CASE-000003,Phone Call,2023-01-06
ACT-0004003,Case,CASE-000025,Email,2023-01-06
ACT-0004007,Case,CASE-000035,Phone Call,2023-01-06
ACT-0004012,Case,CASE-000039,Phone Call,2023-01-06
ACT-0004013,Case,CASE-000043,Phone Call,2023-01-06
ACT-0004020,Case,CASE-020199,Phone Call,2023-01-06
ACT-0004022,Case,CASE-020208,Phone Call,2023-01-06
